;meta[language=cz]
; id      |key(hex)|key(str)| text
2118472078|d835eee2||Olej obsahující stříbrné částice, které umožňují ocelovým mečům poškozovat nadpřirozené tvory a způsobovat popáleniny stříbrem těm, kteří jsou vůči němu zranitelní.<br>Zapálí nadpřirozené tvory na dobu $S$ sekund, přičemž způsobí $S$ poškození za sekundu.
2118472079|c32c566a||Zvyšuje odolnost vůči krvácení a zaklínačská krev zraní a odrazí upíry a nekrofágy, když zaútočí na něj.
2118472080|c32c566b||Zvyšuje odolnost vůči krvácení a zaklínačská krev zraní a odrazí upíry a nekrofágy, když zaútočí na něj.
2118472081|c32c566c||Zvyšuje odolnost vůči krvácení a zaklínačská krev zraní a odrazí upíry a nekrofágy, když zaútočí na něj.<br><br>Prvotřídní elixír: Vrácené poškození také snižuje morálku cíle.
2118472082|1b06cd08||Zvyšuje produkci adrenalinu, a když nepřítel zahájí útok, čas se na chvíli zpomalí.
2118472083|1b06cd09||Zvyšuje produkci adrenalinu, a když nepřítel zahájí útok, čas se na chvíli zpomalí.
2118472084|1b06cd0a||Zvyšuje produkci adrenalinu, a když nepřítel zahájí útok, čas se na chvíli zpomalí.<br><br>Prvotřídní elixír: Rychlost se odvozuje od aktuální hodnoty adrenalinu.
2118472085|874e9f86||Zvyšuje maximální bezpečný úhel úskoku, rychlost uhýbání a účinnost výdrže při úskoku nebo sprintu.
2118472086|874e9f87||Zvyšuje maximální bezpečný úhel úskoku, rychlost uhýbání a účinnost výdrže při úskoku nebo sprintu.
2118472087|874e9f88||Zvyšuje maximální bezpečný úhel úskoku, rychlost uhýbání a účinnost výdrže při úskoku nebo sprintu.<br><br>Prvotřídní elixír: Ruší účinky vrávorání během uskakování.
2118472088|be845121||Zvyšuje maximální zdraví a odolnost vůči zraněním.
2118472089|be845122||Zvyšuje maximální zdraví a odolnost vůči zraněním.
2118472090|be845123||Zvyšuje maximální zdraví a odolnost vůči zraněním.<br><br>Prvotřídní elixír: V noci nemohou příchozí útoky způsobit více než 1/5 poškození z maximálního zdraví. Za úplňku 1/6 poškození z maximálního zdraví. 
2118472091|3a84c328||Zvyšuje odolnost vůči jedu a poškození jedem. Urychluje vylučování jedu z organismu.
2118472092|3a84c329||Zvyšuje odolnost vůči jedu a poškození jedem. Urychluje vylučování jedu z organismu.
2118472093|3a84c32a||Zvyšuje odolnost vůči jedu a poškození jedem. Urychluje vylučování jedu z organismu.<br><br>Prvotřídní elixír: Jeho vypití obnoví procento zdraví rovnající se současnému procentu toxicity.
2118472094|7e132eab||Zvyšuje rovnováhu, účinnost obranné výdrže a snižuje poškození způsobené během parírování a provádění protiúderu.
2118472095|7e132eac||Zvyšuje rovnováhu, účinnost obranné výdrže a snižuje poškození způsobené během parírování a provádění protiúderu.
2118472096|7e132ead||Zvyšuje rovnováhu, účinnost obranné výdrže a snižuje poškození způsobené během parírování a provádění protiúderu.<br><br>Prvotřídní elixír: Ruší účinky vrávorání při parírování.
2118472097|27d6f7d6||Zrychluje obnovu energie.
2118472098|27d6f7d7||Zrychluje obnovu energie.
2118472099|27d6f7d8||Zrychluje obnovu energie.<br><br>Prvotřídní elixír: Obnova energie není ovlivněna toxicitou.
2118472100|9e58d1f3||Zvyšuje sílu znamení.
2118472101|9e58d1f4||Zvyšuje sílu znamení.
2118472102|9e58d1f5||Zvyšuje sílu znamení.<br><br>Prvotřídní elixír: Znamení vždy způsobí svůj zvláštní účinek.
2118472103|56747c55||Zrychluje obnovu zdraví. Účinek je po utrženém poškození pozastaven na 2 sekundy.
2118472104|56747c56||Zrychluje obnovu zdraví. Účinek je po utrženém poškození pozastaven na 2 sekundy.
2118472105|56747c57||Zrychluje obnovu zdraví. Účinek je po utrženém poškození pozastaven na 2 sekundy.<br><br>Prvotřídní elixír: Při plném zdraví nevyprchává.
2118472106|437e276a||Zrychluje obnovu výdrže a účinnost útočné výdrže.
2118472107|437e276b||Zrychluje obnovu výdrže a účinnost útočné výdrže.
2118472108|437e276c||Zrychluje obnovu výdrže a účinnost útočné výdrže.<br><br>Prvotřídní elixír: V noci nevyprchává.
2118472109|295c2a69||Zvyšuje průraznost zbroje, narušení rovnováhy a poškození při krytí.
2118472110|295c2a6a||Zvyšuje průraznost zbroje, narušení rovnováhy a poškození při krytí.
2118472111|295c2a6b||Zvyšuje průraznost zbroje, narušení rovnováhy a poškození při krytí.<br><br>Prvotřídní elixír: Kritický zásah má šanci vyvolat zuřivost, přičemž se zpomalí čas, ale pohyb se zrychlí.
2118472112|de026195||Spotřebovává aktivní a pasivní toxicitu a léčí toxickou horečku, ale ruší účinky ostatních elixírů.
2118472113|de026196||Spotřebovává aktivní a pasivní toxicitu a léčí toxickou horečku, ale ruší účinky ostatních elixírů.
2118472114|de026197||Spotřebovává aktivní a pasivní toxicitu a léčí toxickou horečku, ale ruší účinky ostatních elixírů.<br><br>Prvotřídní elixír: Zrušení účinků elixírů je zpožděno o 10 sekund.
2118472115|9ec8a224||Značně zrychluje obnovu zdraví.
2118472116|9ec8a225||Značně zrychluje obnovu zdraví.
2118472117|9ec8a226||Značně zrychluje obnovu zdraví.<br><br>Prvotřídní elixír: Jeho vypití obnoví 30 % chybějícího zdraví.
2118472118|739e1e2c||Za každou vybavenou část sady mají údery z boku o $S$ % větší útočnou sílu a šanci na zranění po dobu $S$ sekund po úskoku. Úskoky mají o $S$ % větší účinnost výdrže a snížení poškození utrpěné škrábancem po dobu $S$ sekund po útoku.
2118472119|739e1e2d||Zranění, která způsobíš, sníží rychlost a poškození nepřítele o $S$ %.
2118472120|8ed43e3f||Za každou vybavenou část sady $S$ % éterického poškození, které způsobíš, sníží nepřátelské poškození sílou, mrazem, ohněm a bleskem. Také sníží duševní odolnosti nepřítele. Může prolomit imunitu vůči poškození, ale ne kritický účinek.
2118472121|8ed43e3e||Uvnitř kruhu znamení Yrden získáš o $S$ % větší zpomalení času, o $S$ % rychlejší obnovu energie a o $S$ % větší sílu pro ostatní znamení.
2118472122|d23efdaf||Za každou vybavenou část sady se obnova rovnováhy nepřátel opozdí o $S$ sekundu a silné údery prováděné nepřátelům s prolomenou rovnováhou způsobí o $S$ % větší poškození.
2118472123|d23efdb0||Parírování vytváří až $S$ obranných bodů, přičemž každý bod zvyšuje zbroj o $S$ a poškození kritickým zásahem o $S$ %. Talent Tržná rána spotřebuje všech $S$ bodů na sražení protivníka k zemi, čímž zaručí kritický zásah a trvale sníží průraznost nepřátelské zbroje o $S$ %.
2118472124|85e8fbd1||Za každou vybavenou část sady můžeš krvácením způsobeným nepřátelům vytvářet $S$ bod adrenalinu a jeho degenerace se opozdí o $S$ sekund za jeden bod krvácení způsobeným nepřátelům poblíž.
2118472125|85e8fbd2||Když máš více než $S$ % adrenalinu, tak $S$ % nákladů na výdrž při útocích se spotřebuje adrenalinem. Každý bod takto spotřebovaného adrenalinu tě vyléčí o $S$ b. zdraví.
2118472126|6c1d3ba3||Za každou vybavenou část sady získáváš o $S$ % větší poškození na dálku (včetně petard) a o $S$ % větší útočnou sílu pro každý kritický účinek na nepřítele.
2118472127|6c1d3ba4||Účinky, které se zvyšují s procenty toxicity, se místo toho zvyšují s body toxicity. Získáváš o $S$ % větší útočnou sílu a +$S$ bodů k obnově zdraví za bod aktivní toxicity.
2118472128|90f6cc99||Za každou vybavenou část sady můžeš otrávením paralyzovat nepřátele na $S$ sekundu a poškození jedem postupně spotřebovává jejich současnou výdrž o $S$ %.
2118472129|90f6cc9a||Na meč můžeš natřít dodatečný olej a jakákoli ztráta účinnosti z dodatečných olejů se sníží o $S$ %.
2118472130|4080bc95||Nepřátelé, kteří tě zraní v boji nablízko, mají šanci na krvácení.
2118472131|4080bc96||Nepřátelé zabití v boji nablízko obnoví tvé zdraví o $S$ za jeden bod krvácení.
2118472132|4080bc97||Nepřátelé, kteří tě zraní v boji nablízko, mají šanci být zmateni nebo očarováni.
2118472133|4080bc98||Axie odstraní veškeré protivníkovo krvácení a za každý bod krvácení ti obnoví zdraví o $S$ b.
2118472134|7147041d||Střídání rychlých a silných úderů zvyšuje poškození dalšího zásahu o $S$.
2118472135|c99bd20f||Útok na protivníka, jehož zdraví je nižší než $S$, způsobí dodatečné éterické poškození v hodnotě $S$. Pokud je tvé zdraví nižší než $S$, útok na protivníka způsobí dodatečné éterické poškození v hodnotě $S$ a dodatečný nárust adrenalinu v hodnotě $S$.<br>Tyto účinky se mohou hromadit.
2118472136|4c4bdd7a||Když zdraví klesne pod $S$, poškození nablízko se zvýší až o $S$. 
2118472137|fca08245||Gláeddyv Blathanna
2118472138|942307fe||Mantikoří kuše
2118472139|0e7bf6b8||Bytelná a praktická střelná zbraň.
2118472140|9e52384c||Nákres: Mantikoří kuše
2118472141|d23992f7||Poškození
2118472142|89dfeac9||Šance na kritický zásah
2118472143|69d8dd89||Poškození kritickým zásahem
2118472144|3c4a6af2||Poškození
2118472145|bc4297c4||Šance na kritický zásah
2118472146|5806ca6e||Poškození kritickým zásahem
2118472147|c7b0b7d7||Poškození
2118472148|73d42fa9||Šance na kritický zásah
2118472149|3375c4a9||Poškození kritickým zásahem
2118472150|b08bd7d2||Poškození
2118472151|fa3924a4||Šance na kritický zásah
2118472152|2e06698e||Poškození kritickým zásahem
2118472153|9ee36bde||Vedlejší odolnosti
2118472154|d77df5a3||Modifikátor spotřeby výdrže
2118472155|bb4c164a||Modifikátor obnovy výdrže
2118472156|611eba4c||Účinnosti
2118472157|a853b90c||Útok
2118472158|a853c270||Obrana
2118472159|a853e57f||Pohyb
2118472160|a873c1a4||Rychlost tvorby
2118472161|660463ab||Stávající násobič
2118472162|5a563e63||Nárust adrenalinu při protiúderu
2118472163|a873acf5||Nárust adrenalinu při útočení
2118472164|6606538a||Nárust adrenalinu při zabíjení
2118472165|a873c5e7||Nárust adrenalinu při tvém zasažení
2118472166|ad65ad94||Bonusové poškození
2118472167|34b0307a||Změna rychlosti
2118472168|61215338||Síla znamení - Nával hněvu
2118472169|9b0279d0||Poměry
2118472170|6634a559||Nárust toxicity
2118472171|603d5b5e||Spotřeba toxicity
2118472172|60379d1e||Změna za sekundu
2118472173|610fe1ad||Bonus k základní rychlosti - Běsnění
2118472174|c97d7b95||Bonus k produkci adrenalinu - Běsnění
2118472175|c97d7d42||Snížení obdrženého poškození - Snášenlivost bolesti
2118472176|60e53782||Snížení spotřeby rovnováhy - Snášenlivost bolesti
2118472177|31530a11||Snížení obnovy energie - Toxická horečka
2118472178|6cca3390||Snížení obnovy výdrže - Toxická horečka
2118472179|2c95c79e||Snížení základní rychlosti - Toxická horečka
2118472180|fa5fe1ca||Síla Igni
2118472181|69a5ef8d||Snížení obnovy energie - Zdraví
2118472182|cb182f78||Snížení obnovy energie - Toxicita
2118472183|b05bd39a||Bonus obnovy energie - Adrenalin
2118472184|634d93e6||Modifikátor spotřeby
2118472185|a5980d0f||Redux
2118472186|fea6c717||Zobrazovat u předmětů příkazové názvy pro konzoli
2118472187|dc78246f||Odhazování úkolových předmětů
2118472188|f582d556||Odstranit odhozené předměty
2118472189|850ab239||Dorážecí údery - Zakázat při vyčerpání protivníkovy rovnováhy
2118472190|a9f59285||Násobič obnovy výdrže
2118472191|a926ec8e||Násobič spotřeby výdrže
2118472192|01be5517||Agresivita - Výdrž
2118472193|842f2c7b||Agresivita - Vlastnosti
2118472194|34537901||Účinnost rovnováhy
2118472195|51517d52||urychlují spotřebu toxicity o $I$ %
2118472196|51517d53||urychlují obnovu zdraví o $I$
2118472197|51517d54||zvyšují způsobené poškození o $I$ %
2118472198|28bf4ac7||Klepna
2118472199|28cfaa13||Truhla
2118472200|db33e095||u Klepny
2118472201|11bda277||Přepnout úložiště
2118472202|28cfaa13||Truhla
2118472203|e4718bad||Truhla
2118472204|7aae494d||Zaklínačské smysly - Stisknutím tlačítka
2118472205|81426c9e||Odolnost
2118472206|2ae9db22||Krádež života
2118472207|c5548b41||Netečnost
2118472208|b1173fc7||Když Axie skončí, cíle ztratí $I$ % své maximální výdrže a rovnováhy a zpomalí se na $I$ s.<br>Tyto účinky jsou sníženy na základě maximálního zdraví cíle.
2118472218|952c6052||Zakázat speciální efekty mečů
2118472219|392e560f||Bonusový úskok kočičí sady
2118472220|e7cb8710||Bonusový útok kočičí sady
2118472221|8c7e03a5||Zobrazovat kolik předmětů máš u Klepny
2118472222|d67df7c9||Bonus k obnově a účinnosti výdrže
2118472223|c7cde2ed||Snížení rychlosti
2118472224|fb0b1ca2||Penalizace poškození - Maximální snížení bez výdrže (%)
2118472225|b65455e4||Zakázat modifikátory vzdálenosti při vyčerpání Geralta
2118472226|c215a129||Odladění truhly
2118472227|d78475c2||Toxicita - Násobič
2118472228|fca9f3f4||Kritický zásah plně obnoví rovnováhu a vyléčí zranění.
2118472229|7e7c0f49||Bonusy sady - První požadavek
2118472230|7e7c0f4a||Bonusy sady - Druhý požadavek
2118472231|0335ddd4||Redux – Dynamické
2118472232|04070793||Redux – Strategické
2118472233|b17c1616||Kritické poškození se zvyšuje až o $S$ %, čím silnější má cíl zbroj. Po 5 sekundách bez útočení má tvůj další útok o $S$ % zvýšenou kritickou šanci a průraznost zbroje.
2118472234|5aeb007f||Tvé protiúdery spotřebují o $S$ % méně rovnováhy. Pokud zasáhneš nepřítele, který má menší rovnováhu než ty, obnoví se ti až $S$ b. výdrže.
2118472235|4bb57a89||Nepřátelé v boji nablízko mohou být ochlazeni. Při útoku s obouruční vedlejší zbraní způsobíš o $S$ % větší poškození a budeš imunní vůči vrávorání.
2118472236|50f4a279||Zvyšuje účinky všech glyfových slov. Platí i pro runová slova 3. úrovně.
2118472237|733c86a3||Vrhací nože omráčí protivníky, zatímco útočí. V noci se celková rychlost zvýší o $S$ % a prodlouží se načasování pro úskok.
2118472238|690ddece||Vylepšené kaermorhenské kalhoty
2118472239|21c8d889||Vylepšené kaermorhenské boty
2118472240|277a3552||Vylepšené kaermorhenské pěstnice
2118472241|b962f101||Vylepšený kaermorhenský ocelový meč
2118472242|c9e11bdd||Vylepšený kaermorhenský stříbrný meč
2118472243|846e5350||Vylepšené kaermorhenské kalhoty
2118472244|dda11bf5||Vylepšené kaermorhenské boty
2118472245|86c4fc3c||Vylepšené kaermorhenské pěstnice
2118472246|1a08a47d||Vylepšený kaermorhenský ocelový meč
2118472247|8c1ae811||Vylepšený kaermorhenský stříbrný meč
2118472248|59bcba77||Zvyšuje poškození Proudem ohně o $I$, znamením Igni o $I$ a podpálením o $I$.
2118472249||Redux_DAC|Disable Artifact Comments
2118472250||redux_DeathCounter|Death Counter
2118472251||GaunterMode|Gaunter Mode
2118472252||Redux_GMEnabled|Enabled
2118472253||Redux_GMSkillReq|Skill Point Requirement
2118472254||Redux_GMSkillMod|Spent Skill Modifier
2118472255||Redux_GMDeathLimit|Death Limit
2118472256||Redux_GMVitality|Maximum Vitality Loss per Death
2118472257||Redux_GMStamina|Maximum Stamina Loss per Death
2118472258||Redux_GMToxicity|Maximum Toxicity Loss per Death
2118472259||Redux_GMIntensity|Sign Intensity Loss per Death
2118472260||Redux_GMXPModifier|XP Modifier per Death
2118472261||Redux_GMDurability|Maximum Equipment Durability Loss
2118472262||Redux_GMMark|GOD's Mark
2118472263||Redux_GMLethalMark|GOD's Mark - Lethal Only
2118472264||Redux_GMQuestMod|Death Decrement from Quests
2118472265||Redux_GMDeathMod|Death Increment from Recent Deaths
2118472266||attribute_name_attack_stamina_cost_bonus|Offense efficiency
2118472267||attribute_name_parry_stamina_cost_bonus|Defense efficiency
2118472268||attribute_name_movement_stamina_efficiency|Movement efficiency
2118472269||W3EE_EvSpeed|Movement speed
2118472270||W3EE_EvSpeedH|Movement speed
2118472271||attribute_name_evade_speed|Movement speed
2118472272||item_name_glyph_reinforcement_lesser|Lesser Glyph of Freeing
2118472273||item_name_glyph_reinforcement|Glyph of Freeing
2118472274||item_name_glyph_reinforcement_greater|Greater Glyph of Freeing
2118472275||panel_blacksmith_remove_improvement_confirmation|Are you sure you want to remove upgrades?
2118472276||attribute_name_oil_flammable_effect_tooltip2|Chance to burn
2118472277||attribute_name_oil_ethereal_damage_tooltip|Ethereal damage
2118472278||skill_desc_magic_s6|Increases Aard's poise damage by $I$%.<br>Increases stun chance to $I$%. 
2118472279||skill_desc_magic_s12|Aard deals an additional $I$ frost damage.<br>Aard has a base $I$% chance to chill for $I$ seconds.<br>Chance increases against targets low in stamina or poise.<br>Chilled enemies are slowed, have reduced stamina regen, and take increased physical damage.
2118472281||skill_desc_magic_s13|Quen explodes when taking $I$% of its health in damage, staggering nearby enemies and dealing $I$ shock damage.<br>Quen reflected damage is increased to $I$%.
2118472282||skill_desc_magic_s14|Reduces the Vigor upkeep of Quen by $I$%.<br>Quen regenerates $I$ of its health per second.<br>Active Shield regenerates $I$% of your poise per second.
2118472283||skill_desc_magic_s15|Increases Quen stagger resistance to $I$%.<br>Increases Quen poise cost reduction to $I$%.<br>Increases Quen counter damage reduction to $I$%.
2118472284||skill_name_magic_s14|Renewing Shield
2118472285||W3EE_QuenSkill|Protective shield that absorbs damage, blocks poison and bleed, reduces poise costs, and increases stagger resistance.<br>Slows Vigor regeneration by $I$% while active.<br>Activating a Quen shield just before an enemy attack lands will counter the blow.<br><br>Shield Health: $I$<br>Shield Duration: $I$ seconds
2118472286||glyphword01_name|Disintegration I
2118472287||glyphword01_desc|Aard applies up to $I$ bleed stacks.<br><br>+$I$ Aard damage
2118472288||glyphword02_name|Disintegration II
2118472289||glyphword02_desc|Aard permanently weakens enemy armor and force resistance by $I$%.<br><br>+$I$ Aard damage
2118472290||glyphword03_name|Disintegration III
2118472291||glyphword03_desc|Aard chill chance is increased by $I$%. If a target is both frozen and knocked down by Aard, it is instantly killed. Otherwise freeze deals an additional $I$ damage.<br><br>+$I$ Aard damage
2118472292||glyphword04_name|Acceleration I
2118472293||glyphword04_desc|Time slows by $I$% for $I$ seconds when dodging or casting Aard.<br><br>+$I$% Movespeed
2118472294||glyphword05_name|Acceleration II
2118472295||glyphword05_desc|Casting Aard while sprinting increases intensity by $I$% for each second sprinted. Movement speed bonuses increase Aard intensity.<br><br>+$I$% Movespeed
2118472296||glyphword06_name|Acceleration III
