;meta[language=ru]
; id      |key(hex)|key(str)| text
2118472015||skill_desc_magic_s5|Другая форма Знака:<br>Противник на $I$ сек. становится союзником.<br>Первичная вероятность успеха - $I$%, снижается на $I$% за каждую вашу марионетку.<br>Противники, что атакуют или атакованы марионеткой, теряют $I$ ед. воинственности.<br>Марионетка может очнуться, если ее здоровье падет ниже $I$%.
2118472016||skill_name_alchemy_s1|Растворяемость
2118472017||skill_desc_alchemy_s1|Перегонка даёт на $I$% больше эссенции.<br>Сила и длительность Нигредо повышаются на $I$%.
2118472018||skill_name_alchemy_s2|Очистка
2118472019||skill_desc_alchemy_s2|При употреблении нескольких зелий добавленная токсичность каждого снижается до $I$%.<br>Сила и длительность Альбедо повышаются на $I$%.
2118472020||skill_name_alchemy_s3|Свёртываемость
2118472021||skill_desc_alchemy_s3|Выпитые зелья (кроме Белого Мёда) восполняют $I$% здоровья.<br>Сила и длительность Рубедо повышаются на $I$%.
2118472022||skill_name_alchemy_s4|Насыщаемость
2118472023||skill_desc_alchemy_s4|Длительность зелий повышается на $I$%, их токсичность на $I$%.
2118472024||skill_desc_alchemy_s12|Действенность масел повышается на $I$% и по мере использования убывает на $I$% медленее.
2118472025||skill_name_alchemy_s5|Закрепляемость
2118472026||skill_desc_alchemy_s5|Масла служат на $I$% дольше и замедляют износ оружия не более, чем на $I$%.
2118472027||skill_name_alchemy_s6|Переливаемость
2118472028||skill_desc_alchemy_s6|За каждое очко кровотечения врага масло усиливается на $I$% и не тратится с вероятностью $I$%.
2118472029||skill_desc_alchemy_s9|Дальность метания бомбы повышается на $I$%.<br>Во время прицеливания время замедляется на $I$%.
2118472030||skill_name_alchemy_s18|Сродство
2118472031||skill_desc_alchemy_s18|Отвары снижают урон от чудовищ своего семейства на $I$%.<br>Active Mutations reduce damage taken from monsters of that family by $I$%.<br>Researched Mutations reduce damage taken from monsters of that family by $I$%.
2118472032||skill_name_alchemy_s13|Охотничий инстинкт
2118472033||skill_desc_alchemy_s13|Архимутагены повышают урон по чудовищам своего семейства на $I$% за каждый уровень архимутагена.<br>Active Mutations increase damage dealt to monsters of that family by $I$%.<br>Researched Mutations increase damage dealt to monsters of that family by $I$%.
2118472034||skill_name_alchemy_s19|Acclimation
2118472035||skill_name_alchemy_s14|Выделяемость штаммов
2118472036||skill_desc_alchemy_s14|Длительность мутагенных отваров повышается на $I$%, а их токсичность снижается на $I$.<br>Алхимия с вероятностью в $I$% дополнительно приносит обыкновенные мутагены.
2118472037||skill_desc_alchemy_s16|В зависимости от токсичности вы становитесь до $I$% быстрее и накапливаете адреналина до $I$% больше.
2118472038||skill_desc_alchemy_s20|В зависимости от токсичности вы получаете до $I$% меньше урона и теряете до $I$% меньше стойкости.
2118472039||skill_name_alchemy_s15|Высокая переносимость
2118472040||skill_desc_alchemy_s15|Ослабляет симптомы Токсической Лихорадки на $I$%.<br>Снижает урон от переизбытка токсичности на $I$%.
2118472041||skill_name_alchemy_s17|Управляемый обмен веществ
2118472042||skill_desc_alchemy_s17|Токсичность убывает на $I$% быстрее и замедляет восстановление энергии на $I$% меньше.
2118472043||skill_name_perk_2|Всадник
2118472044||skill_desc_perk_2|Урон верхом увеличивается на $I$%.<br>Лошадь пугается на $I$% меньше.<br>Галоп тратит на $I$% меньше выносливости.
2118472045||skill_name_perk_4|Алхимические изыскания
2118472046||skill_desc_perk_4|Алхимическая добыча из растений и чудовищ повышается на $I$%.
2118472047||skill_desc_perk_5|За каждую надетую часть лёгкой брони:<br>+$I$ угол безопасного уклонения;<br>+$F$% накопляемости адреналина;<br>-$F$% вероятности получить увечье.
2118472048||skill_desc_perk_6|За каждую надетую часть средней брони:<br>+$I$% вторичных сопротивляемостей;<br>-$F$% задержки восстановления выносливости;<br>-$F$% задержки восстановления стойкости.
2118472049||skill_desc_perk_7|За каждую надетую часть тяжёлой брони:<br>+$F$ скорости восстановления выносливости;<br>+$F$ скорости восстановление стойкости;<br>при точных блоках и ударах плечом вероятность повалить противника возрастает на +$F$%.
2118472050||skill_desc_perk_10|В начале схватки вы получаете $I$ ед. адреналина.<br>Блоки теперь также прибавляют адреналина.
2118472051||skill_name_perk_11|Последняя милость
2118472052||skill_desc_perk_11|Каждое увечье врага повышает вероятность критического удара на $I$%, а критические удары, в свою очередь, повышают вероятность увечья в $F$ раза, а не в $F$.
2118472053||skill_name_perk_12|Алхимическая очистка
2118472054||skill_desc_perk_12|При изготовлении масел, зелий и бомб один из ингредиентов засчитывается как на $I$ уровень более качественный.
2118472055||skill_name_perk_13|Скороход
2118472056||skill_desc_perk_13|Скорость ненаступательных действий возрастает на $I$%.<br>Бег во время боя не тратит выносливость первые $I$ сек.
2118472057||skill_desc_perk_15|Снедь и напитки действуют на $I$% дольше.<br>Когда вы сыты и напоенны, здоровье возрастает на $I$ .
2118472058||skill_name_perk_16|Прыть
2118472059||skill_desc_perk_16|Тыловой урон возрастает на $I$%, а угол безопасного уклонения - на $I$.
2118472060||skill_name_perk_18|Ухажёр
2118472061||skill_desc_perk_18|Укрепленность снаряжения длится вдвое дольше.<br>Наборы для починки теперь укрепляют снаряжение и с вероятностью в $I$% сохраняются после использования.
2118472062||skill_name_perk_19|Ловчий
2118472063||skill_desc_perk_19|Вы наносите на $I$% больше урона чудовищу, на которое взяли заказ, и продаёте трофеи на $I$% дороже.
2118472064||skill_name_perk_21|Драчун
2118472065||skill_desc_perk_21|Рукопашный урон увеличивается на показатель брони руковиц и в бою с чудовищами не занижается.<br>Стойкость повышается на $I$.
2118472066||skill_desc_perk_22|Ваша грузоподъемность возрастает на $I$.<br>Штрафы вашей брони смягчаются на $I$%.
2118472067||skill_desc_sword_s18|Когда здоровье падает ниже $F$%, каждая ед. адреналина ускоряет восстановление здоровья на $F$ и снижает получаемый урон на $F$.
2118472068||panel_character_tooltip_mutagen_locked_desc|Для открытия этой ячейки требуется очков Мутации
2118472069||attribute_name_toxicity_drain|Вывод токсинов
2118472070||attribute_name_oil_silver_tooltip|Урон сверхъестественным чудовищам
2118472071||attribute_name_oil_frost_damage_tooltip|Морозный урон
2118472072||attribute_name_oil_frost_damage_tooltip2|Вероятность обморожения
2118472073||attribute_name_oil_poison_tooltip2|Ядовитый урон
2118472074||attribute_name_oil_falka_injury_chance_tooltip|Вероятность увечья
2118472075||attribute_name_oil_falka_injury_chance_tooltip2|Вероятность выбить из стойки
2118472076||item_desc_ethereal_oil|Двимерит в составе Завесного масла на $S$ сек. лишает противника магических и сверъхестественных способностей.
2118472077||item_desc_falka_oil|Когда-то сие масло служило подспорьем в Фалькиных зверствах, и лишь полезность его на Пути затмевает его безнравственность.
2118472078||item_desc_silver_oil|Если смазать Серебряницей стальной меч, его можно использовать против сверхъестественных чудищ. Толчёное серебро в составе этой смазки обжигает, на $S$ сек. приостанавливает им восстановление здоровья и каждую сек. наносит по $S$ ед. урона.
2118472079||item_desc_black_blood_1|Повышает сопротивляемость кровотечению. Когда вас ранят Вампиры или Трупоеды, у них отнимается здоровье и стойкость.
2118472080||item_desc_black_blood_2|Повышает сопротивляемость кровотечению. Когда вас ранят Вампиры или Трупоеды, у них отнимается здоровье и стойкость.
2118472081||item_desc_black_blood_3|Повышает сопротивляемость кровотечению. Когда вас ранят Вампиры или Трупоеды, у них отнимается здоровье и стойкость.<br><br>Доп. свойство отличного зелья: отравляет противника соразмерно обратному урону.
2118472082||item_desc_blizzard_1|Ускоряет накопляемость адреналина. Когда на вас нападают, на мгновение время замедляется.
2118472083||item_desc_blizzard_2|Ускоряет накопляемость адреналина. Когда на вас нападают, на мгновение время замедляется.
2118472084||item_desc_blizzard_3|Ускоряет накопляемость адреналина. Когда на вас нападают, на мгновение время замедляется.<br><br>Доп. свойство отличного зелья: чем выше адреналин, тем меньше замедляетесь вы сами.
2118472085||item_desc_cat_1|Повышает быстроту и бережливость подвижности, а также угол безопасного уклонения.
2118472086||item_desc_cat_2|Повышает быстроту и бережливость подвижности, а также угол безопасного уклонения.
2118472087||item_desc_cat_3|Повышает быстроту и бережливость подвижности, а также угол безопасного уклонения.<br><br>Доп. свойство отличного зелья: вас невозможно выбить из стойки во время уклонения.
2118472088||item_desc_full_moon_1|Увеличивает предел здоровья и сопротивляемость увечьям.
2118472089||item_desc_full_moon_2|Увеличивает предел здоровья и сопротивляемость увечьям.
2118472090||item_desc_full_moon_3|Увеличивает предел здоровья и сопротивляемость увечьям.<br><br>Доп. свойство отличного зелья: ночью вам разом не могут снять более 1/5 полного здоровья; в полнолуние - 1/6.
2118472091||item_desc_golden_oriole_1|Повышает сопротивляемость яду и ядовитому урону, отравления проходят быстрее.
2118472092||item_desc_golden_oriole_2|Повышает сопротивляемость яду и ядовитому урону, отравления проходят быстрее.
2118472093||item_desc_golden_oriole_3|Повышает сопротивляемость яду и ядовитому урону, отравления проходят быстрее.<br><br>Доп. свойство отличного зелья: мгновенно восстанавливает долю здоровья равную доле текущей токсичности.
2118472094||item_desc_tiara_1|Повышает стойкость и оборонительную бережливость. Блоки и контратаки пропускают меньше урона.
2118472095||item_desc_tiara_2|Повышает стойкость и оборонительную бережливость. Блоки и контратаки пропускают меньше урона.
2118472096||item_desc_tiara_3|Повышает стойкость и оборонительную бережливость. Блоки и контратаки пропускают меньше урона.<br><br>Доп. свойство отличного зелья: некрупные противники неспособны выбить вас из стойки во время блока.
2118472097||item_desc_maribor_forest_1|Ускоряет восстановление энергии.
2118472098||item_desc_maribor_forest_2|Ускоряет восстановление энергии.
2118472099||item_desc_maribor_forest_3|Ускоряет восстановление энергии.<br><br>Доп. свойство отличного зелья: при полной энергии токсичность убывает на 50% быстрее. 
2118472100||item_desc_petri_philtre_1|Усиливает знаки.
2118472101||item_desc_petri_philtre_2|Усиливает знаки.
2118472102||item_desc_petri_philtre_3|Усиливает знаки.<br><br>Доп. свойство отличного зелья: знаки всегда накладывают побочные воздействия.
2118472103||item_desc_swallow_1|Ускоряет восстановление здоровья. Действие зелья приостанавливается на 2 сек. при получении урона.
2118472104||item_desc_swallow_2|Ускоряет восстановление здоровья. Действие зелья приостанавливается на 2 сек. при получении урона.
2118472105||item_desc_swallow_3|Ускоряет восстановление здоровья. Действие зелья приостанавливается на 2 сек. при получении урона.<br><br>Доп. свойство отличного зелья: при полном здоровье время действия зелья не отсчитывается.
2118472106||item_desc_tawny_owl_1|Повышает восстановление выносливости и наступательную бережливость.
2118472107||item_desc_tawny_owl_2|Повышает восстановление выносливости и наступательную бережливость.
2118472108||item_desc_tawny_owl_3|Повышает восстановление выносливости и наступательную бережливость.<br><br>Доп. свойство отличного зелья: ночью время действия зелья не отсчитывается.
2118472109||item_desc_thunderbolt_1|Повышает бронебойность, урон стойкости и сквозной урон.
2118472110||item_desc_thunderbolt_2|Повышает бронебойность, урон стойкости и сквозной урон.
2118472111||item_desc_thunderbolt_3|Повышает бронебойность, урон стойкости и сквозной урон.<br><br>Доп. свойство отличного зелья: при критических ударах вас может обуять ярость: время замедлится, а вы ускоритесь.
2118472112||item_desc_white_honey_1|Понижает текущую и расчётную токсичности и снимает Токсическую Лихорадку, однако все принятые зелья прекращают действовать.
2118472113||item_desc_white_honey_2|Понижает текущую и расчётную токсичности и снимает Токсическую Лихорадку, однако все принятые зелья прекращают действовать.
2118472114||item_desc_white_honey_3|Понижает текущую и расчётную токсичности и снимает Токсическую Лихорадку, однако все принятые зелья прекращают действовать.<br><br>Доп. свойство отличного зелья: принятые зелья продолжают действовать ещё 10 сек.
2118472115||item_desc_white_raffards_decoction_1|Многократно ускоряет восстановление здоровья.
2118472116||item_desc_white_raffards_decoction_2|Многократно ускоряет восстановление здоровья.
2118472117||item_desc_white_raffards_decoction_3|Многократно ускоряет восстановление здоровья.<br><br>Доп. свойство отличного зелья: мгновенно восстанавливает 30% недостающего здоровья.
2118472118||skill_desc_lynx_set_ability1|За каждую надетую часть брони: вы наносите на $S$% больше тылового урона и увечий в течение $S$ сек. после уворота. Уклонения имеют на +$S$% большую бережливость и смягчение касательного урона в течение +$S$ сек. после удара.
2118472119||skill_desc_lynx_set_ability2|Каждое увечье противника снижает его скорость и урон на $S$%.
2118472120||skill_desc_gryphon_set_ability2|За каждую надетую часть брони: сопротивляемости врага Силе, огню, морозу, электричеству и внушению навсегда снижаются на величину, равную $S$% эфирного урона, который вы ему нанесли. Таким образом можно даже сломить невосприимчивость к какому-либо виду урону (но не к его побочному воздействию).
2118472121||skill_desc_gryphon_set_ability1|Внутри круга Ирден время замедляется на $S$% сильнее, энергия восстанавливается на $S$% быстрее и остальные знаки усиливаются на $S$%.
2118472122||skill_desc_bear_set_ability1|За каждую надетую часть брони: точные блоки сбивают противнику на $S$% больше стойкости. Вы восстанавливаете $S$ выносливости, когда сломили стойкость врага. Враги без стойкости получают на $S$% больше урона.
2118472123||skill_desc_bear_set_ability2|Каждая ед. вашей стойкости снижает на $S$% вражескую бронебойность и на $S$% сквозной урон, который вы пропускаете. За каждую недостающую ед. стойкости ваши удары ускоряются на $S$% и отнимают у врага больше стойкости на $S$%.
2118472124||skill_desc_wolf_set_ability1|За каждую надетую часть брони: каждое очко кровотечения врага приносит $S$ ед. адреналина; каждая ед. адреналина сверх $S$ восполняет $S$ ед. здоровья и $S$ ед. выносливости.
2118472125||skill_desc_wolf_set_ability2|Предел адреналина повышается до $S$. Каждое очко кровотечения противника снижает его сопротивляемости Силе и морозу на $S$%.
2118472126||skill_desc_red_wolf_set_ability1|За каждую надетую часть брони: +$S$% дальнобойного урона (включая бомбы) и +$S$% обычного урона за каждое пагубное воздействие на противнике.
2118472127||skill_desc_red_wolf_set_ability2|Что раньше зависело от процента токсичности, теперь зависит от количества её очков. +$S$% урона и +$S$ восстановления здоровья за каждое очко текущей токсичности.
2118472128||skill_desc_viper_set_ability1|За каждую надетую часть брони: каждое очко отравление врага на $S$% повышает вероятность критического удара. Аксий, если не дал осечку, накладывает на врага до $S$ очков отравления.
2118472129||skill_desc_viper_set_ability2|Можно наносить дополнительное масло. Вызванное этим ослабление масел смягчается на $S$%. Добавочная сила масел при критических ударах увеличивается на $S$% с каждым новым маслом.
2118472130||skill_desc_vampire_set_ability1|У врагов, наносящих вам ближнейбойный урон, может открыться кровотечение.
2118472131||skill_desc_vampire_set_ability2|Каждое очко кровотечения, которое имел убитый в ближнем бою враг, восполняет вам $S$ здоровья.
2118472132||skill_desc_vampire_set_ability3|Враги, наносящие вам ближнейбойный урон, могут оглушиться или стать вашей марионеткой.
2118472133||skill_desc_vampire_set_ability4|Аксий снимает противнику все очки кровотечения и восполняет вам $S$ здоровья за каждое.
2118472134||SwordDancingEffectDescr|Чередование легких и тяжёлых ударов повышает урон на $S$.
2118472135||SwordReachoftheDamnedEffectDescr|Врагам со здоровьем ниже $S$ вы наносите на $S$ ед. эфирного урона больше. Когда ваше собственное здоровье падает ниже $S$, вы наносите на $S$ ед. эфирного урона больше и накапливаете на $S$ больше адреналина. Оба эффекта могут проявляться одновременно.
2118472136||SwordRedTearEffectDescr|Когда ваше здоровье падает ниже $S$, вы наносите до $S$ больше урона.
2118472137||item_name_robustswordofdolblathanna|Глаэддив Блатанна
2118472138||item_name_red_wolf_school_crossbow|Арбалет школы Мантикоры
2118472139||item_desc_red_wolf_school_crossbow|Крепкий, удобный самострел.
2118472140||item_name_red_wolf_school_crossbow_schematic|Чертёж: арбалет школы Мантикоры
2118472141||panel_common_statistics_tooltip_silver_fast_dps|Урон
2118472142||panel_common_statistics_tooltip_silver_fast_crit_chance|Вероятность критического удара
2118472143||panel_common_statistics_tooltip_silver_fast_crit_dmg|Урон критического удара
2118472144||panel_common_statistics_tooltip_silver_strong_dps|Урон
2118472145||panel_common_statistics_tooltip_silver_strong_crit_chance|Вероятность критического удара
2118472146||panel_common_statistics_tooltip_silver_strong_crit_dmg|Урон критического удара
2118472147||panel_common_statistics_tooltip_steel_fast_dps|Урон
2118472148||panel_common_statistics_tooltip_steel_fast_crit_chance|Вероятность критического удара
2118472149||panel_common_statistics_tooltip_steel_fast_crit_dmg|Урон критического удара
2118472150||panel_common_statistics_tooltip_steel_strong_dps|Урон
2118472151||panel_common_statistics_tooltip_steel_strong_crit_chance|Вероятность критического удара
2118472152||panel_common_statistics_tooltip_steel_strong_crit_dmg|Урон критического удара
2118472153||W3EE_EffectResist|Вторичные сопротивляемости
2118472154||W3EE_StamCostArmMod|Затраты выносливости
2118472155||W3EE_StamRegArmMod|Восстановление выносливости
2118472156||W3EE_Efficiency|Бережливость
2118472157||W3EE_StamEffAtt|Наступательная
2118472158||W3EE_StamEffDef|Оборонительная
2118472159||W3EE_StamEffMov|Двигательная
2118472160||W3EE_AdrGen|Накопляемость
2118472161||W3EE_AdrGain|Множитель
2118472162||W3EE_AdrCount|Адреналина за контратаку
2118472163||W3EE_AdrAtt|Адреналина за удар
2118472164||W3EE_AdrKill|Адреналина за убийство
2118472165||W3EE_AdrHit|Адреналина при получении урона
2118472166||W3EE_DamBon|Прибавка к урону
2118472167||W3EE_AdrTimeSlow|Замедление времени
2118472168||W3EE_AdrSignBon|Сила знаков - Река гнева
2118472169||W3EE_Rates|Токсины
2118472170||W3EE_ToxGain|Накопление
2118472171||W3EE_ToxDrain|Выведение
2118472172||W3EE_ToxDelta|Разность
2118472173||W3EE_ToxSpeed|Прирост скорости - Ясность мысли
2118472174||W3EE_ToxAdr|Быстрее накапливается адреналин - Ясность мысли
2118472175||W3EE_ToxArm|Получаете меньше урона - Презрение к боли
2118472176||W3EE_ToxPoise|Тратите меньше устойчивости - Презрение к боли
2118472177||W3EE_FevVigRed|Медленнее восстанавливается энергия - Токсическая лихорадка
2118472178||W3EE_FevStamRed|Медленнее восстанавливается выносливость - Токсическая лихорадка
2118472179||W3EE_FevSpdRed|Снижение скорости - Токсическая лихорадка
2118472180||spell_power_igni|Сила Игни
2118472181||W3EE_VigRegenRedHP|Медленнее восстанавливается энергия - Здоровье
2118472182||W3EE_VigRegenRedTox|Медленнее восстанавливается энергия - Токсичность
2118472183||W3EE_VigRegenBonAdr|Быстрее восстанавливается энергия - Адреналин
2118472184||W3EE_PoiseStats|Затраты
2118472185||W3EE_KolRedux|Redux
2118472186||Kol_DispItemName|Отображать служебные названия предметов
2118472187||Kol_DropQuestItem|Выбрасывать предметы для заданий
2118472188||Kol_DelDropItem|Удалять выброшенные предметы
2118472189||Kol_HumanPoiseFinish|Запретить добивать врагов без стойкости
2118472190||Kol_StaminaRegen|Множитель восстановления выносливости
2118472191||Kol_StaminaCosts|Множитель затрат выносливости
2118472192||Kol_AggStam|Агрессивность - Выносливость
2118472193||Kol_AggBeh|Агрессивность - Поведение
2118472194||attribute_name_poise_cost_bonus|Бережливость стойкости
2118472195||primer_effect_descr1|ускоряет выведение токсинов на $I$%
2118472196||primer_effect_descr2|ускоряет восстановление здоровься на $I$
2118472197||primer_effect_descr3|повышает ваш урон на $I$%
2118472198||panel_title_roach|Плотва
2118472199||panel_title_stash|Тайник
2118472200||fhud_item_quant_in_stash|на Плотве
2118472201||w3ee_sort_stash|Переключиться на Плотву
2118472202|28cfaa13||Тайник
2118472203|e4718bad||Тайник
2118472204||Redux_WST|Ведьмачье чутьё - переключать при однократном нажатии
2118472205||attribute_name_indestructible|Прочность
2118472206||attribute_name_lifesteal|Жизнекрадство
2118472207||skill_name_magic_s17|Летаргия
2118472208||skill_desc_magic_s17|После Аксия враги замедляются, а их полные выносливость и стойкость падают на $I$% на $I$ сек. Чем выше полное здоровье врага, тем слабее это воздействие. 
2118472218||Redux_DisableSwordFx|Отключить спецэффекты на мечах
2118472219||redux_catSet_dodge|Бонус школы Кота: уклонения
2118472220||redux_catSet_attack|Бонус школы Кота: урон
2118472221|ae78a6af|fhud_stashItemQuantity|Отображать, сколько предметов несёт Плотва
2118472222||W3EE_StamRegenEffBon|Прибавка к восстановлению и бережливости выносливости
2118472223||W3EE_SpdRed|Снижение скорости
2118472224||Kol_DamageReductionStamina|Снижение урона, когда закончилась выносливость 
2118472225||Kol_NoStaminaNoModifiers|Отключать переключатели дальности, когда закончилась выносливость
2118472226||Redux_StashDebug|Отладчик тайника
2118472227||Redux_ToxMult|Токсичность - множитель
2118472228||SwordInjuryHealEffectDescr|Критические удары восполняют всю стойкость и исцеляют одно увечье.
2118472229||Redux_SetBonus1|Бонусы снаряжения - Условие для первого бонуса
2118472230||Redux_SetBonus2|Бонусы снаряжения - Условие для второго бонуса
2118472231||W3EE_ReduxDynam|Динамичная
2118472232||W3EE_ReduxStrat|Стратегическая
2118472233||skill_desc_temerian_set_ability1|Чем выше броня противника, тем больше урона (до $S$%) наносят критические удары. Если вы не нападаете дольше $S$ сек., ваш следующий удар будет иметь на $S$% больше бронебойности и вероятности стать критическим.
2118472234||skill_desc_nilfgaard_set_ability1|Контратаки затрачивают на $S$% меньше стойкости. При нападении на противника со стойкостью меньше вашей у вас восполняется до $S$ ед. выносливости.
2118472235||skill_desc_skellige_set_ability1|Враги, наносящие вам ближнейбойный урон, могут обморозиться. Когда вы сражаетесь двуручным оружием, вы наносите на $S$% больше урона и вас невозможно выбить из стойки.
2118472236||skill_desc_ofieri_set_ability1|Все вкраплённые глифы (включая глифы в составе рун) усиливаются. Глифы знаков: +$S$% силы знака; оздоровляющие глифы: +$S$ восстановления здоровья; освобождающие глифы: + $S$ восстановления выносливости; связующие глифы: + $S$% выведения токсинов; защитные глифы: +$S$ брони; 
